[ 2017-07-06T09:52:57+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-06T09:52:57+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-06T09:53:04+08:00 ] 127.0.0.1 /Public/doLogin.html
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.005904s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005045s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.005959s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user` WHERE username='tangchaopei' LIMIT 1   [ RunTime:0.005979s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005589s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005879s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `lasttime`='2017-07-06 09:53:04',`lastip`='127.0.0.1' WHERE username='tangchaopei' [ RunTime:0.005476s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `logincount`=logincount+1,`lasttime`='2017-07-06 09:53:04',`lastip`='127.0.0.1' WHERE username='tangchaopei' [ RunTime:0.004771s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_token` [ RunTime:0.005759s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user_token` WHERE username='tangchaopei' LIMIT 1   [ RunTime:0.005197s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: UPDATE `user_token` SET `token`='3192b2eae5084711c93ba1064dd5127d',`username`='tangchaopei',`logintime`='2017-07-06 09:53:04' WHERE username='tangchaopei' [ RunTime:0.005382s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005366s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_operate` [ RunTime:0.005200s ]
[ 2017-07-06T09:53:04+08:00 ] /Public/doLogin.html | SQL: INSERT INTO `user_operate` (`status`,`userid`,`remark`,`type`,`ip`,`timeadd`) VALUES (1,'24','用户登录',1,'127.0.0.1','2017-07-06 09:53:04') [ RunTime:0.008479s ]

[ 2017-07-06T09:53:04+08:00 ] 127.0.0.1 /
[ 2017-07-06T09:53:04+08:00 ] / | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.006246s ]
[ 2017-07-06T09:53:04+08:00 ] / | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005347s ]
[ 2017-07-06T09:53:04+08:00 ] / | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.005883s ]
[ 2017-07-06T09:53:04+08:00 ] / | SQL: SELECT `groupid` FROM `user` WHERE id='24' LIMIT 1   [ RunTime:0.005368s ]
[ 2017-07-06T09:53:04+08:00 ] / | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.005744s ]
[ 2017-07-06T09:53:04+08:00 ] / | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='3' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.006937s ]
[ 2017-07-06T09:53:04+08:00 ] / | SQL: SELECT `typeid` FROM `user` WHERE id=24 LIMIT 1   [ RunTime:0.004744s ]
[ 2017-07-06T09:53:04+08:00 ] / | SQL: SHOW COLUMNS FROM user u [ RunTime:0.005843s ]
[ 2017-07-06T09:53:04+08:00 ] / | SQL: SELECT at.rule FROM user u LEFT JOIN auth_type at on at.id=u.typeid WHERE u.id=24 and at.status=1 LIMIT 1   [ RunTime:0.004936s ]

[ 2017-07-06T09:53:05+08:00 ] 127.0.0.1 /Public/getJsMenu.html?is_menu=1
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.006194s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005712s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006718s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT `groupid` FROM `user` WHERE id='24' LIMIT 1   [ RunTime:0.006025s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT `groupid` FROM `user` WHERE id='24' LIMIT 1   [ RunTime:0.005087s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.004989s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='3' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.006658s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT `typeid` FROM `user` WHERE id=24 LIMIT 1   [ RunTime:0.005589s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM user u [ RunTime:0.005558s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT at.rule FROM user u LEFT JOIN auth_type at on at.id=u.typeid WHERE u.id=24 and at.status=1 LIMIT 1   [ RunTime:0.005031s ]
[ 2017-07-06T09:53:05+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT * FROM `auth_rule` WHERE pid=0 and status=1 and groupid='3' ORDER BY sort desc,timeadd asc  [ RunTime:0.006413s ]

[ 2017-07-06T09:53:05+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-06T09:53:05+08:00 ] 127.0.0.1 /Index/system
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.006469s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005503s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006701s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `groupid` FROM `user` WHERE id='24' LIMIT 1   [ RunTime:0.004855s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.004695s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='3' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.006637s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `typeid` FROM `user` WHERE id=24 LIMIT 1   [ RunTime:0.004492s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SHOW COLUMNS FROM user u [ RunTime:0.004549s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT at.rule FROM user u LEFT JOIN auth_type at on at.id=u.typeid WHERE u.id=24 and at.status=1 LIMIT 1   [ RunTime:0.004522s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005150s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SHOW COLUMNS FROM `member` [ RunTime:0.006216s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT COUNT(*) AS tp_count FROM member m,member_info mi,business_company bus,business_channel bc,channel_company cha WHERE ( m.id=mi.memberid and m.business_company_id=bus.id  and  bus.id=bc.business_company_id  and bc.channel_company_id=cha.id ) LIMIT 1   [ RunTime:0.005309s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT m.*,mi.names,mi.certiNumber,mi.nameStatus,cha.companyname as channel_companyname,bus.companyname as business_companyname FROM member m,member_info mi,business_company bus,business_channel bc,channel_company cha WHERE ( m.id=mi.memberid and m.business_company_id=bus.id  and  bus.id=bc.business_company_id  and bc.channel_company_id=cha.id )  [ RunTime:0.006429s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SHOW COLUMNS FROM `member_import` [ RunTime:0.006786s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = '371324199102144316' ) LIMIT 1   [ RunTime:0.005546s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SHOW COLUMNS FROM `baofu_bindcard` [ RunTime:0.005933s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '6' ) LIMIT 1   [ RunTime:0.004633s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = '430581198911176536' ) LIMIT 1   [ RunTime:0.005630s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '7' ) LIMIT 1   [ RunTime:0.004768s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = '342401199307236712' ) LIMIT 1   [ RunTime:0.005668s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '8' ) LIMIT 1   [ RunTime:0.005580s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005991s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '9' ) LIMIT 1   [ RunTime:0.004793s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005319s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '10' ) LIMIT 1   [ RunTime:0.005060s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = '342423197507130962' ) LIMIT 1   [ RunTime:0.005015s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '11' ) LIMIT 1   [ RunTime:0.005360s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.004661s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '12' ) LIMIT 1   [ RunTime:0.004840s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005072s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '13' ) LIMIT 1   [ RunTime:0.004592s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005392s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '14' ) LIMIT 1   [ RunTime:0.004426s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005242s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '15' ) LIMIT 1   [ RunTime:0.005131s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.004784s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '16' ) LIMIT 1   [ RunTime:0.004486s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005280s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '17' ) LIMIT 1   [ RunTime:0.005126s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.004855s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '18' ) LIMIT 1   [ RunTime:0.004659s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.009336s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '19' ) LIMIT 1   [ RunTime:0.004551s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005622s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '20' ) LIMIT 1   [ RunTime:0.005013s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005020s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '21' ) LIMIT 1   [ RunTime:0.004992s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.004731s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '22' ) LIMIT 1   [ RunTime:0.004866s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005702s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '23' ) LIMIT 1   [ RunTime:0.005039s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005043s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '24' ) LIMIT 1   [ RunTime:0.004386s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005394s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '25' ) LIMIT 1   [ RunTime:0.005155s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.004951s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '26' ) LIMIT 1   [ RunTime:0.004474s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.006008s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '27' ) LIMIT 1   [ RunTime:0.005364s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005750s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '28' ) LIMIT 1   [ RunTime:0.005088s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005968s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '29' ) LIMIT 1   [ RunTime:0.005007s ]
[ 2017-07-06T09:53:05+08:00 ] /Index/system | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = '320682198611142314' ) LIMIT 1   [ RunTime:0.005493s ]
