[ 2017-06-26T09:21:55+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-26T09:21:55+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-26T09:22:00+08:00 ] 127.0.0.1 /Public/doLogin.html
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.007661s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.006997s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.007648s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user` WHERE username='baidu' LIMIT 1   [ RunTime:0.007451s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.007912s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.006697s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `lasttime`='2017-06-26 09:22:00',`lastip`='127.0.0.1' WHERE username='baidu' [ RunTime:0.008059s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `logincount`=logincount+1,`lasttime`='2017-06-26 09:22:00',`lastip`='127.0.0.1' WHERE username='baidu' [ RunTime:0.006612s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_token` [ RunTime:0.007983s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user_token` WHERE username='baidu' LIMIT 1   [ RunTime:0.006684s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: UPDATE `user_token` SET `token`='6a0547a15eaa4ac5f486afd8596771d4',`username`='baidu',`logintime`='2017-06-26 09:22:00' WHERE username='baidu' [ RunTime:0.006749s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.007759s ]

[ 2017-06-26T09:22:00+08:00 ] 127.0.0.1 /
[ 2017-06-26T09:22:00+08:00 ] / | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.007449s ]
[ 2017-06-26T09:22:00+08:00 ] / | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.006162s ]
[ 2017-06-26T09:22:00+08:00 ] / | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.007507s ]
[ 2017-06-26T09:22:00+08:00 ] / | SQL: SELECT `groupid` FROM `user` WHERE id='9' LIMIT 1   [ RunTime:0.007080s ]
[ 2017-06-26T09:22:00+08:00 ] / | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.007055s ]
[ 2017-06-26T09:22:00+08:00 ] / | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='3' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.007798s ]
[ 2017-06-26T09:22:00+08:00 ] / | SQL: SELECT `typeid` FROM `user` WHERE id=9 LIMIT 1   [ RunTime:0.008131s ]
[ 2017-06-26T09:22:00+08:00 ] / | SQL: SHOW COLUMNS FROM user u [ RunTime:0.005877s ]
[ 2017-06-26T09:22:00+08:00 ] / | SQL: SELECT at.rule FROM user u LEFT JOIN auth_type at on at.id=u.typeid WHERE u.id=9 and at.status=1 LIMIT 1   [ RunTime:0.007493s ]

[ 2017-06-26T09:22:00+08:00 ] 127.0.0.1 /Public/getJsMenu.html?is_menu=1
[ 2017-06-26T09:22:00+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.005469s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.004326s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.005916s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT `groupid` FROM `user` WHERE id='9' LIMIT 1   [ RunTime:0.005009s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT `groupid` FROM `user` WHERE id='9' LIMIT 1   [ RunTime:0.004287s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.005021s ]
[ 2017-06-26T09:22:00+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='3' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.006663s ]
