[ 2017-06-27T09:07:19+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-27T09:07:19+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-06-27T09:07:23+08:00 ] 127.0.0.1 /Public/doLogin.html
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.006128s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005444s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006484s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user` WHERE username='baidu' LIMIT 1   [ RunTime:0.005747s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005999s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005674s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `lasttime`='2017-06-27 09:07:23',`lastip`='127.0.0.1' WHERE username='baidu' [ RunTime:0.005274s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `logincount`=logincount+1,`lasttime`='2017-06-27 09:07:23',`lastip`='127.0.0.1' WHERE username='baidu' [ RunTime:0.005121s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_token` [ RunTime:0.005299s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user_token` WHERE username='baidu' LIMIT 1   [ RunTime:0.004652s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: UPDATE `user_token` SET `token`='77ea758172c64466f8a9092265ec9503',`username`='baidu',`logintime`='2017-06-27 09:07:23' WHERE username='baidu' [ RunTime:0.005074s ]
[ 2017-06-27T09:07:23+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005403s ]

[ 2017-06-27T09:07:23+08:00 ] 127.0.0.1 /
[ 2017-06-27T09:07:23+08:00 ] / | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.005920s ]
[ 2017-06-27T09:07:23+08:00 ] / | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005814s ]
[ 2017-06-27T09:07:23+08:00 ] / | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006216s ]
[ 2017-06-27T09:07:23+08:00 ] / | SQL: SELECT `groupid` FROM `user` WHERE id='9' LIMIT 1   [ RunTime:0.005435s ]
[ 2017-06-27T09:07:23+08:00 ] / | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.005264s ]
[ 2017-06-27T09:07:23+08:00 ] / | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='3' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.006612s ]
[ 2017-06-27T09:07:23+08:00 ] / | SQL: SELECT `typeid` FROM `user` WHERE id=9 LIMIT 1   [ RunTime:0.004643s ]
[ 2017-06-27T09:07:23+08:00 ] / | SQL: SHOW COLUMNS FROM user u [ RunTime:0.004371s ]
[ 2017-06-27T09:07:23+08:00 ] / | SQL: SELECT at.rule FROM user u LEFT JOIN auth_type at on at.id=u.typeid WHERE u.id=9 and at.status=1 LIMIT 1   [ RunTime:0.005049s ]

[ 2017-06-27T09:07:24+08:00 ] 127.0.0.1 /Public/getJsMenu.html?is_menu=1
[ 2017-06-27T09:07:24+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.006071s ]
[ 2017-06-27T09:07:24+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005338s ]
[ 2017-06-27T09:07:24+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006612s ]
[ 2017-06-27T09:07:24+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT `groupid` FROM `user` WHERE id='9' LIMIT 1   [ RunTime:0.005391s ]
[ 2017-06-27T09:07:24+08:00 ] /Public/getJsMenu.html?is_menu=1 | SQL: SELECT `groupid` FROM `user` WHERE id='9' LIMIT 1   [ RunTime:0.005292s ]
