[ 2017-07-06T09:20:41+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-06T09:20:41+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-06T09:20:46+08:00 ] 127.0.0.1 /Public/doLogin.html
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.006446s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005207s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006001s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user` WHERE username='qjx' LIMIT 1   [ RunTime:0.005857s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005986s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005364s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `lasttime`='2017-07-06 09:20:46',`lastip`='127.0.0.1' WHERE username='qjx' [ RunTime:0.005597s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `logincount`=logincount+1,`lasttime`='2017-07-06 09:20:46',`lastip`='127.0.0.1' WHERE username='qjx' [ RunTime:0.004942s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_token` [ RunTime:0.006394s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user_token` WHERE username='qjx' LIMIT 1   [ RunTime:0.005876s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: UPDATE `user_token` SET `token`='7c7748b2d313f8a25e0da106eef8dd27',`username`='qjx',`logintime`='2017-07-06 09:20:46' WHERE username='qjx' [ RunTime:0.005265s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.006462s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_operate` [ RunTime:0.006231s ]
[ 2017-07-06T09:20:46+08:00 ] /Public/doLogin.html | SQL: INSERT INTO `user_operate` (`status`,`userid`,`remark`,`type`,`ip`,`timeadd`) VALUES (1,'1','用户登录',1,'127.0.0.1','2017-07-06 09:20:46') [ RunTime:0.008177s ]

[ 2017-07-06T09:20:46+08:00 ] 127.0.0.1 /
[ 2017-07-06T09:20:46+08:00 ] / | SQL: SHOW COLUMNS FROM `auth` [ RunTime:0.007584s ]
[ 2017-07-06T09:20:46+08:00 ] / | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.006939s ]
[ 2017-07-06T09:20:46+08:00 ] / | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.008325s ]
[ 2017-07-06T09:20:46+08:00 ] / | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.008479s ]
[ 2017-07-06T09:20:46+08:00 ] / | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.006814s ]

[ 2017-07-06T09:20:47+08:00 ] 127.0.0.1 /Public/getJsMenu.html
[ 2017-07-06T09:20:47+08:00 ] /Public/getJsMenu.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.007730s ]
[ 2017-07-06T09:20:47+08:00 ] /Public/getJsMenu.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.006465s ]
[ 2017-07-06T09:20:47+08:00 ] /Public/getJsMenu.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.007800s ]
[ 2017-07-06T09:20:47+08:00 ] /Public/getJsMenu.html | SQL: SELECT `groupid` FROM `user` WHERE id='1' LIMIT 1   [ RunTime:0.007438s ]
[ 2017-07-06T09:20:47+08:00 ] /Public/getJsMenu.html | SQL: SELECT `groupid` FROM `user` WHERE id='1' LIMIT 1   [ RunTime:0.006373s ]
[ 2017-07-06T09:20:47+08:00 ] /Public/getJsMenu.html | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.218613s ]
[ 2017-07-06T09:20:47+08:00 ] /Public/getJsMenu.html | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='1' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.015309s ]
[ 2017-07-06T09:20:47+08:00 ] /Public/getJsMenu.html | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.007110s ]
[ 2017-07-06T09:20:47+08:00 ] /Public/getJsMenu.html | SQL: SELECT * FROM `auth_rule` WHERE pid=0 and status=1 and groupid='1' ORDER BY sort desc,timeadd asc  [ RunTime:0.007329s ]

[ 2017-07-06T09:20:47+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-06T09:20:47+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-06T09:20:48+08:00 ] 127.0.0.1 /Index/system.html
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `auth` [ RunTime:0.005601s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.004957s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.006988s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006679s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.005241s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005768s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `member` [ RunTime:0.006996s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT COUNT(*) AS tp_count FROM member m,member_info mi,business_company bus,business_channel bc,channel_company cha WHERE ( m.id=mi.memberid and m.business_company_id=bus.id  and  bus.id=bc.business_company_id  and bc.channel_company_id=cha.id ) LIMIT 1   [ RunTime:0.005239s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT m.*,mi.names,mi.certiNumber,mi.nameStatus,cha.companyname as channel_companyname,bus.companyname as business_companyname FROM member m,member_info mi,business_company bus,business_channel bc,channel_company cha WHERE ( m.id=mi.memberid and m.business_company_id=bus.id  and  bus.id=bc.business_company_id  and bc.channel_company_id=cha.id )  [ RunTime:0.007130s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `member_import` [ RunTime:0.006222s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = '371324199102144316' ) LIMIT 1   [ RunTime:0.005313s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `baofu_bindcard` [ RunTime:0.006121s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '6' ) LIMIT 1   [ RunTime:0.005438s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = '430581198911176536' ) LIMIT 1   [ RunTime:0.005169s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '7' ) LIMIT 1   [ RunTime:0.005510s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = '342401199307236712' ) LIMIT 1   [ RunTime:0.005656s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '8' ) LIMIT 1   [ RunTime:0.004567s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.006094s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '9' ) LIMIT 1   [ RunTime:0.004897s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = null ) LIMIT 1   [ RunTime:0.005742s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '10' ) LIMIT 1   [ RunTime:0.005747s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT * FROM `member_import` WHERE ( `business_company_id` = '35' ) AND ( `certiNumber` = '342423197507130962' ) LIMIT 1   [ RunTime:0.005831s ]
[ 2017-07-06T09:20:47+08:00 ] /Index/system.html | SQL: SELECT `acc_no` FROM `baofu_bindcard` WHERE ( `memberid` = '11' ) LIMIT 1   [ RunTime:0.005115s ]
