[ 2017-07-12T17:04:54+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-12T17:04:54+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-12T17:04:58+08:00 ] 127.0.0.1 /Public/doLogin.html
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.005564s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.005610s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006474s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user` WHERE username='qjx' LIMIT 1   [ RunTime:0.006300s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005807s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005131s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `lasttime`='2017-07-12 17:04:58',`lastip`='127.0.0.1' WHERE username='qjx' [ RunTime:0.006181s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `logincount`=logincount+1,`lasttime`='2017-07-12 17:04:58',`lastip`='127.0.0.1' WHERE username='qjx' [ RunTime:0.004966s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_token` [ RunTime:0.006114s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user_token` WHERE username='qjx' LIMIT 1   [ RunTime:0.006391s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: UPDATE `user_token` SET `token`='66e4a3c243ad7092d643bfef15b3466e',`username`='qjx',`logintime`='2017-07-12 17:04:58' WHERE username='qjx' [ RunTime:0.004556s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005226s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_operate` [ RunTime:0.006586s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/doLogin.html | SQL: INSERT INTO `user_operate` (`status`,`userid`,`remark`,`type`,`ip`,`timeadd`) VALUES (1,'1','用户登录',1,'127.0.0.1','2017-07-12 17:04:58') [ RunTime:0.007953s ]

[ 2017-07-12T17:04:58+08:00 ] 127.0.0.1 /
[ 2017-07-12T17:04:58+08:00 ] / | SQL: SHOW COLUMNS FROM `auth` [ RunTime:0.008233s ]
[ 2017-07-12T17:04:58+08:00 ] / | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.006259s ]
[ 2017-07-12T17:04:58+08:00 ] / | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.010519s ]
[ 2017-07-12T17:04:58+08:00 ] / | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.007571s ]
[ 2017-07-12T17:04:58+08:00 ] / | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.006513s ]

[ 2017-07-12T17:04:58+08:00 ] 127.0.0.1 /Public/getJsMenu.html
[ 2017-07-12T17:04:58+08:00 ] /Public/getJsMenu.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.007078s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/getJsMenu.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.006713s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/getJsMenu.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.006985s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/getJsMenu.html | SQL: SELECT `groupid` FROM `user` WHERE id='1' LIMIT 1   [ RunTime:0.005982s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/getJsMenu.html | SQL: SELECT `groupid` FROM `user` WHERE id='1' LIMIT 1   [ RunTime:0.006017s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/getJsMenu.html | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.005375s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/getJsMenu.html | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 and ar.groupid='1' ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.008138s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/getJsMenu.html | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.005657s ]
[ 2017-07-12T17:04:58+08:00 ] /Public/getJsMenu.html | SQL: SELECT * FROM `auth_rule` WHERE pid=0 and status=1 and groupid='1' ORDER BY sort desc,timeadd asc  [ RunTime:0.007183s ]

[ 2017-07-12T17:04:58+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-12T17:04:58+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-12T17:04:59+08:00 ] 127.0.0.1 /Index/system.html
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `auth` [ RunTime:0.005296s ]
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM auth_rule ar [ RunTime:0.004655s ]
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SELECT ar.*,u.username as addname FROM auth_rule ar LEFT JOIN user u on u.id=ar.adduser WHERE ar.status=1 and ar.pid != 0 ORDER BY ar.sort asc,ar.timeadd  [ RunTime:0.006812s ]
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.008408s ]
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SELECT `typeid` FROM `user` WHERE id=1 LIMIT 1   [ RunTime:0.006497s ]
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.006292s ]
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `member` [ RunTime:0.006504s ]
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SELECT COUNT(*) AS tp_count FROM member m,member_info mi,business_company bus,business_channel bc,channel_company cha WHERE ( m.id=mi.memberid and m.business_company_id=bus.id  and  bus.id=bc.business_company_id  and bc.channel_company_id=cha.id ) LIMIT 1   [ RunTime:0.005382s ]
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SELECT m.*,mi.names,mi.certiNumber,mi.nameStatus,cha.companyname as channel_companyname,bus.companyname as business_companyname FROM member m,member_info mi,business_company bus,business_channel bc,channel_company cha WHERE ( m.id=mi.memberid and m.business_company_id=bus.id  and  bus.id=bc.business_company_id  and bc.channel_company_id=cha.id )  [ RunTime:0.007274s ]
[ 2017-07-12T17:04:58+08:00 ] /Index/system.html | SQL: SHOW COLUMNS FROM `member_import` [ RunTime:0.006180s ]
