[ 2017-07-05T09:21:53+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-05T09:21:53+08:00 ]  127.0.0.1 /favicon.ico | ERR: (ThinkException) 无法加载模块favicon.ico
[ 2017-07-05T09:21:58+08:00 ] 127.0.0.1 /Public/doLogin.html
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `auth_group` [ RunTime:0.005715s ]
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `auth_group` WHERE status=1  [ RunTime:0.004329s ]
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user` [ RunTime:0.005434s ]
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user` WHERE username='qjx' LIMIT 1   [ RunTime:0.005447s ]
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.005428s ]
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `common` [ RunTime:0.004489s ]
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `lasttime`='2017-07-05 09:21:58',`lastip`='127.0.0.1' WHERE username='qjx' [ RunTime:0.004892s ]
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: UPDATE `user` SET `logincount`=logincount+1,`lasttime`='2017-07-05 09:21:58',`lastip`='127.0.0.1' WHERE username='qjx' [ RunTime:0.004221s ]
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: SHOW COLUMNS FROM `user_token` [ RunTime:0.005200s ]
[ 2017-07-05T09:21:58+08:00 ] /Public/doLogin.html | SQL: SELECT * FROM `user_token` WHERE username='qjx' LIMIT 1   [ RunTime:0.006035s ]
